index,s_m,phase,theta_deg,x_m,y_m,z_m,rx,ry,rz,pivot_x_m,pivot_y_m,pivot_z_m
1062,0.428226,0.5282,-1.3548,0.500352,0.128226,0.579957,-0.052922,0.120722,-1.612307,0.501982,0.127548,0.594853
1063,0.428629,0.5786,-3.7742,0.500982,0.128629,0.579902,-0.018865,0.088075,-1.612445,0.501982,0.127951,0.594853
1064,0.429032,0.6290,-6.1935,0.501614,0.129032,0.579873,0.015176,0.055420,-1.612058,0.501982,0.128354,0.594853
1065,0.429435,0.6794,-8.6129,0.502247,0.129435,0.579871,0.049198,0.022760,-1.611146,0.501982,0.128758,0.594853
1066,0.429839,0.7298,-11.0323,0.502879,0.129839,0.579895,0.083198,-0.009901,-1.609710,0.501982,0.129161,0.594853
1067,0.430242,0.7802,-10.5484,0.502753,0.130242,0.579888,0.076400,-0.003369,-1.610039,0.501982,0.129564,0.594853
1068,0.430645,0.8306,-8.1290,0.502120,0.130645,0.579869,0.042395,0.029293,-1.611370,0.501982,0.129967,0.594853
1069,0.431048,0.8810,-5.7097,0.501488,0.131048,0.579877,0.008369,0.061951,-1.612177,0.501982,0.130371,0.594853
1070,0.431452,0.9315,-3.2903,0.500856,0.131452,0.579911,-0.025676,0.094605,-1.612459,0.501982,0.130774,0.594853
1071,0.431855,0.9819,-0.8710,0.500226,0.131855,0.579972,-0.059735,0.127250,-1.612216,0.501982,0.131177,0.594853
1072,0.432258,0.0323,1.5484,0.499599,0.132258,0.580059,-0.093808,0.159885,-1.611448,0.501982,0.131580,0.594853
1073,0.432661,0.0827,3.9677,0.498977,0.132661,0.580173,-0.127889,0.192506,-1.610153,0.501982,0.131984,0.594853
1074,0.433065,0.1331,6.3871,0.498360,0.133065,0.580313,-0.161978,0.225110,-1.608331,0.501982,0.132387,0.594853
1075,0.433468,0.1835,8.8065,0.497749,0.133468,0.580479,-0.196070,0.257695,-1.605982,0.501982,0.132790,0.594853
1076,0.433871,0.2339,11.2258,0.497146,0.133871,0.580670,-0.230163,0.290258,-1.603103,0.501982,0.133193,0.594853
1077,0.434274,0.2843,10.3548,0.497363,0.134274,0.580598,-0.217890,0.278538,-1.604201,0.501982,0.133596,0.594853
1078,0.434677,0.3347,7.9355,0.497968,0.134677,0.580416,-0.183797,0.245967,-1.606888,0.501982,0.134000,0.594853
1079,0.435081,0.3851,5.5161,0.498581,0.135081,0.580259,-0.149705,0.213375,-1.609048,0.501982,0.134403,0.594853
1080,0.435484,0.4355,3.0968,0.499200,0.135484,0.580129,-0.115619,0.180764,-1.610680,0.501982,0.134806,0.594853
1081,0.435887,0.4859,0.6774,0.499825,0.135887,0.580024,-0.081540,0.148138,-1.611785,0.501982,0.135209,0.594853
1082,0.436290,0.5363,-1.7419,0.500452,0.136290,0.579947,-0.047472,0.115499,-1.612364,0.501982,0.135613,0.594853
1083,0.436694,0.5867,-4.1613,0.501083,0.136694,0.579895,-0.013418,0.082850,-1.612418,0.501982,0.136016,0.594853
1084,0.437097,0.6371,-6.5806,0.501715,0.137097,0.579871,0.020621,0.050195,-1.611947,0.501982,0.136419,0.594853
1085,0.437500,0.6875,-9.0000,0.502348,0.137500,0.579873,0.054639,0.017535,-1.610952,0.501982,0.136822,0.594853
1086,0.437903,0.7379,-11.4194,0.502980,0.137903,0.579902,0.088636,-0.015127,-1.609432,0.501982,0.137225,0.594853
1087,0.438306,0.7883,-10.1613,0.502651,0.138306,0.579883,0.070961,0.001857,-1.610288,0.501982,0.137629,0.594853
1088,0.438710,0.8387,-7.7419,0.502019,0.138710,0.579868,0.036952,0.034518,-1.611535,0.501982,0.138032,0.594853
1089,0.439113,0.8891,-5.3226,0.501386,0.139113,0.579880,0.002923,0.067176,-1.612257,0.501982,0.138435,0.594853
1090,0.439516,0.9395,-2.9032,0.500755,0.139516,0.579919,-0.031124,0.099829,-1.612456,0.501982,0.138838,0.594853
1091,0.439919,0.9899,-0.4839,0.500126,0.139919,0.579984,-0.065186,0.132472,-1.612128,0.501982,0.139242,0.594853
1092,0.440323,0.0403,1.9355,0.499499,0.140323,0.580075,-0.099260,0.165105,-1.611276,0.501982,0.139645,0.594853
1093,0.440726,0.0907,4.3548,0.498878,0.140726,0.580193,-0.133343,0.197724,-1.609897,0.501982,0.140048,0.594853
1094,0.441129,0.1411,6.7742,0.498262,0.141129,0.580337,-0.167432,0.230325,-1.607991,0.501982,0.140451,0.594853
1095,0.441532,0.1915,9.1935,0.497652,0.141532,0.580507,-0.201525,0.262907,-1.605557,0.501982,0.140854,0.594853
1096,0.441935,0.2419,11.6129,0.497051,0.141935,0.580703,-0.235618,0.295466,-1.602594,0.501982,0.141258,0.594853
1097,0.442339,0.2923,9.9677,0.497459,0.142339,0.580567,-0.212435,0.273328,-1.604666,0.501982,0.141661,0.594853
1098,0.442742,0.3427,7.5484,0.498066,0.142742,0.580389,-0.178342,0.240754,-1.607269,0.501982,0.142064,0.594853
1099,0.443145,0.3931,5.1290,0.498680,0.143145,0.580237,-0.144251,0.208158,-1.609344,0.501982,0.142467,0.594853
1100,0.443548,0.4435,2.7097,0.499300,0.143548,0.580110,-0.110166,0.175545,-1.610892,0.501982,0.142871,0.594853
1101,0.443952,0.4940,0.2903,0.499925,0.143952,0.580010,-0.076089,0.142916,-1.611913,0.501982,0.143274,0.594853
1102,0.444355,0.5444,-2.1290,0.500553,0.144355,0.579937,-0.042022,0.110276,-1.612408,0.501982,0.143677,0.594853
1103,0.444758,0.5948,-4.5484,0.501184,0.144758,0.579890,-0.007970,0.077626,-1.612378,0.501982,0.144080,0.594853
1104,0.445161,0.6452,-6.9677,0.501816,0.145161,0.579869,0.026065,0.044969,-1.611823,0.501982,0.144484,0.594853
1105,0.445565,0.6956,-9.3871,0.502449,0.145565,0.579876,0.060080,0.012309,-1.610744,0.501982,0.144887,0.594853
1106,0.445968,0.7460,-11.8065,0.503081,0.145968,0.579909,0.094073,-0.020353,-1.609140,0.501982,0.145290,0.594853
1107,0.446371,0.7964,-9.7742,0.502550,0.146371,0.579879,0.065521,0.007083,-1.610522,0.501982,0.145693,0.594853
1108,0.446774,0.8468,-7.3548,0.501918,0.146774,0.579868,0.031509,0.039744,-1.611686,0.501982,0.146096,0.594853
1109,0.447177,0.8972,-4.9355,0.501285,0.147177,0.579885,-0.002523,0.072401,-1.612324,0.501982,0.146500,0.594853
1110,0.447581,0.9476,-2.5161,0.500654,0.147581,0.579927,-0.036573,0.105052,-1.612438,0.501982,0.146903,0.594853
1111,0.447984,0.9980,-0.0968,0.500025,0.147984,0.579997,-0.070637,0.137695,-1.612027,0.501982,0.147306,0.594853
1112,0.448387,0.0484,2.3226,0.499400,0.148387,0.580093,-0.104713,0.170325,-1.611091,0.501982,0.147709,0.594853
1113,0.448790,0.0988,4.7419,0.498779,0.148790,0.580215,-0.138797,0.202941,-1.609627,0.501982,0.148113,0.594853
1114,0.449194,0.1492,7.1613,0.498164,0.149194,0.580363,-0.172887,0.235540,-1.607637,0.501982,0.148516,0.594853
1115,0.449597,0.1996,9.5806,0.497556,0.149597,0.580537,-0.206980,0.268118,-1.605118,0.501982,0.148919,0.594853
1116,0.450000,0.2500,12.0000,0.496955,0.150000,0.580737,-0.241073,0.300673,-1.602070,0.501982,0.149322,0.594853
1117,0.450403,0.3004,9.5806,0.497556,0.150403,0.580537,-0.206980,0.268118,-1.605118,0.501982,0.149725,0.594853
1118,0.450806,0.3508,7.1613,0.498164,0.150806,0.580363,-0.172887,0.235540,-1.607637,0.501982,0.150129,0.594853
1119,0.451210,0.4012,4.7419,0.498779,0.151210,0.580215,-0.138797,0.202941,-1.609627,0.501982,0.150532,0.594853
1120,0.451613,0.4516,2.3226,0.499400,0.151613,0.580093,-0.104713,0.170325,-1.611091,0.501982,0.150935,0.594853
1121,0.452016,0.5020,-0.0968,0.500025,0.152016,0.579997,-0.070637,0.137695,-1.612027,0.501982,0.151338,0.594853
1122,0.452419,0.5524,-2.5161,0.500654,0.152419,0.579927,-0.036573,0.105052,-1.612438,0.501982,0.151742,0.594853
1123,0.452823,0.6028,-4.9355,0.501285,0.152823,0.579885,-0.002523,0.072401,-1.612324,0.501982,0.152145,0.594853
1124,0.453226,0.6532,-7.3548,0.501918,0.153226,0.579868,0.031509,0.039744,-1.611686,0.501982,0.152548,0.594853
1125,0.453629,0.7036,-9.7742,0.502550,0.153629,0.579879,0.065521,0.007083,-1.610522,0.501982,0.152951,0.594853
1126,0.454032,0.7540,-11.8065,0.503081,0.154032,0.579909,0.094073,-0.020353,-1.609140,0.501982,0.153354,0.594853
1127,0.454435,0.8044,-9.3871,0.502449,0.154435,0.579876,0.060080,0.012309,-1.610744,0.501982,0.153758,0.594853
1128,0.454839,0.8548,-6.9677,0.501816,0.154839,0.579869,0.026065,0.044969,-1.611823,0.501982,0.154161,0.594853
1129,0.455242,0.9052,-4.5484,0.501184,0.155242,0.579890,-0.007970,0.077626,-1.612378,0.501982,0.154564,0.594853
1130,0.455645,0.9556,-2.1290,0.500553,0.155645,0.579937,-0.042022,0.110276,-1.612408,0.501982,0.154967,0.594853
1131,0.456048,0.0060,0.2903,0.499925,0.156048,0.580010,-0.076089,0.142916,-1.611913,0.501982,0.155371,0.594853
1132,0.456452,0.0565,2.7097,0.499300,0.156452,0.580110,-0.110166,0.175545,-1.610892,0.501982,0.155774,0.594853
1133,0.456855,0.1069,5.1290,0.498680,0.156855,0.580237,-0.144251,0.208158,-1.609344,0.501982,0.156177,0.594853
1134,0.457258,0.1573,7.5484,0.498066,0.157258,0.580389,-0.178342,0.240754,-1.607269,0.501982,0.156580,0.594853
1135,0.457661,0.2077,9.9677,0.497459,0.157661,0.580567,-0.212435,0.273328,-1.604666,0.501982,0.156984,0.594853
1136,0.458065,0.2581,11.6129,0.497051,0.158065,0.580703,-0.235618,0.295466,-1.602594,0.501982,0.157387,0.594853
1137,0.458468,0.3085,9.1935,0.497652,0.158468,0.580507,-0.201525,0.262907,-1.605557,0.501982,0.157790,0.594853
1138,0.458871,0.3589,6.7742,0.498262,0.158871,0.580337,-0.167432,0.230325,-1.607991,0.501982,0.158193,0.594853
1139,0.459274,0.4093,4.3548,0.498878,0.159274,0.580193,-0.133343,0.197724,-1.609897,0.501982,0.158596,0.594853
1140,0.459677,0.4597,1.9355,0.499499,0.159677,0.580075,-0.099260,0.165105,-1.611276,0.501982,0.159000,0.594853
1141,0.460081,0.5101,-0.4839,0.500126,0.160081,0.579984,-0.065186,0.132472,-1.612128,0.501982,0.159403,0.594853
1142,0.460484,0.5605,-2.9032,0.500755,0.160484,0.579919,-0.031124,0.099829,-1.612456,0.501982,0.159806,0.594853
1143,0.460887,0.6109,-5.3226,0.501386,0.160887,0.579880,0.002923,0.067176,-1.612257,0.501982,0.160209,0.594853
1144,0.461290,0.6613,-7.7419,0.502019,0.161290,0.579868,0.036952,0.034518,-1.611535,0.501982,0.160613,0.594853
1145,0.461694,0.7117,-10.1613,0.502651,0.161694,0.579883,0.070961,0.001857,-1.610288,0.501982,0.161016,0.594853
1146,0.462097,0.7621,-11.4194,0.502980,0.162097,0.579902,0.088636,-0.015127,-1.609432,0.501982,0.161419,0.594853
1147,0.462500,0.8125,-9.0000,0.502348,0.162500,0.579873,0.054639,0.017535,-1.610952,0.501982,0.161822,0.594853
1148,0.462903,0.8629,-6.5806,0.501715,0.162903,0.579871,0.020621,0.050195,-1.611947,0.501982,0.162225,0.594853
1149,0.463306,0.9133,-4.1613,0.501083,0.163306,0.579895,-0.013418,0.082850,-1.612418,0.501982,0.162629,0.594853
1150,0.463710,0.9637,-1.7419,0.500452,0.163710,0.579947,-0.047472,0.115499,-1.612364,0.501982,0.163032,0.594853
1151,0.464113,0.0141,0.6774,0.499825,0.164113,0.580024,-0.081540,0.148138,-1.611785,0.501982,0.163435,0.594853
1152,0.464516,0.0645,3.0968,0.499200,0.164516,0.580129,-0.115619,0.180764,-1.610680,0.501982,0.163838,0.594853
1153,0.464919,0.1149,5.5161,0.498581,0.164919,0.580259,-0.149705,0.213375,-1.609048,0.501982,0.164242,0.594853
1154,0.465323,0.1653,7.9355,0.497968,0.165323,0.580416,-0.183797,0.245967,-1.606888,0.501982,0.164645,0.594853
1155,0.465726,0.2157,10.3548,0.497363,0.165726,0.580598,-0.217890,0.278538,-1.604201,0.501982,0.165048,0.594853
1156,0.466129,0.2661,11.2258,0.497146,0.166129,0.580670,-0.230163,0.290258,-1.603103,0.501982,0.165451,0.594853
1157,0.466532,0.3165,8.8065,0.497749,0.166532,0.580479,-0.196070,0.257695,-1.605982,0.501982,0.165854,0.594853
1158,0.466935,0.3669,6.3871,0.498360,0.166935,0.580313,-0.161978,0.225110,-1.608331,0.501982,0.166258,0.594853
1159,0.467339,0.4173,3.9677,0.498977,0.167339,0.580173,-0.127889,0.192506,-1.610153,0.501982,0.166661,0.594853
1160,0.467742,0.4677,1.5484,0.499599,0.167742,0.580059,-0.093808,0.159885,-1.611448,0.501982,0.167064,0.594853
1161,0.468145,0.5181,-0.8710,0.500226,0.168145,0.579972,-0.059735,0.127250,-1.612216,0.501982,0.167467,0.594853
1162,0.468548,0.5685,-3.2903,0.500856,0.168548,0.579911,-0.025676,0.094605,-1.612459,0.501982,0.167871,0.594853
1163,0.468952,0.6190,-5.7097,0.501488,0.168952,0.579877,0.008369,0.061951,-1.612177,0.501982,0.168274,0.594853
1164,0.469355,0.6694,-8.1290,0.502120,0.169355,0.579869,0.042395,0.029293,-1.611370,0.501982,0.168677,0.594853
1165,0.469758,0.7198,-10.5484,0.502753,0.169758,0.579888,0.076400,-0.003369,-1.610039,0.501982,0.169080,0.594853
1166,0.470161,0.7702,-11.0323,0.502879,0.170161,0.579895,0.083198,-0.009901,-1.609710,0.501982,0.169484,0.594853
1167,0.470565,0.8206,-8.6129,0.502247,0.170565,0.579871,0.049198,0.022760,-1.611146,0.501982,0.169887,0.594853
1168,0.470968,0.8710,-6.1935,0.501614,0.170968,0.579873,0.015176,0.055420,-1.612058,0.501982,0.170290,0.594853
1169,0.471371,0.9214,-3.7742,0.500982,0.171371,0.579902,-0.018865,0.088075,-1.612445,0.501982,0.170693,0.594853
1170,0.471774,0.9718,-1.3548,0.500352,0.171774,0.579957,-0.052922,0.120722,-1.612307,0.501982,0.171096,0.594853
1171,0.472177,0.0222,1.0645,0.499724,0.172177,0.580039,-0.086992,0.153359,-1.611643,0.501982,0.171500,0.594853
1172,0.472581,0.0726,3.4839,0.499101,0.172581,0.580148,-0.121072,0.185983,-1.610454,0.501982,0.171903,0.594853
1173,0.472984,0.1230,5.9032,0.498483,0.172984,0.580283,-0.155160,0.218591,-1.608738,0.501982,0.172306,0.594853
1174,0.473387,0.1734,8.3226,0.497871,0.173387,0.580443,-0.189251,0.251180,-1.606494,0.501982,0.172709,0.594853
1175,0.473790,0.2238,10.7419,0.497266,0.173790,0.580630,-0.223345,0.283748,-1.603721,0.501982,0.173113,0.594853
1176,0.474194,0.2742,10.8387,0.497242,0.174194,0.580638,-0.224708,0.285050,-1.603599,0.501982,0.173516,0.594853
1177,0.474597,0.3246,8.4194,0.497847,0.174597,0.580450,-0.190615,0.252483,-1.606393,0.501982,0.173919,0.594853
1178,0.475000,0.3750,6.0000,0.498458,0.175000,0.580289,-0.156523,0.219895,-1.608658,0.501982,0.174322,0.594853
1179,0.475403,0.4254,3.5806,0.499076,0.175403,0.580153,-0.122436,0.187287,-1.610395,0.501982,0.174725,0.594853
1180,0.475806,0.4758,1.1613,0.499699,0.175806,0.580043,-0.088355,0.154664,-1.611606,0.501982,0.175129,0.594853
1181,0.476210,0.5262,-1.2581,0.500327,0.176210,0.579960,-0.054285,0.122028,-1.612290,0.501982,0.175532,0.594853
1182,0.476613,0.5766,-3.6774,0.500957,0.176613,0.579903,-0.020227,0.089381,-1.612449,0.501982,0.175935,0.594853
1183,0.477016,0.6270,-6.0968,0.501589,0.177016,0.579874,0.013814,0.056726,-1.612083,0.501982,0.176338,0.594853
1184,0.477419,0.6774,-8.5161,0.502221,0.177419,0.579870,0.047837,0.024067,-1.611193,0.501982,0.176742,0.594853
1185,0.477823,0.7278,-10.9355,0.502854,0.177823,0.579894,0.081839,-0.008595,-1.609778,0.501982,0.177145,0.594853
1186,0.478226,0.7782,-10.6452,0.502778,0.178226,0.579890,0.077760,-0.004675,-1.609975,0.501982,0.177548,0.594853
1187,0.478629,0.8286,-8.2258,0.502145,0.178629,0.579869,0.043756,0.027986,-1.611327,0.501982,0.177951,0.594853
1188,0.479032,0.8790,-5.8065,0.501513,0.179032,0.579876,0.009730,0.060645,-1.612155,0.501982,0.178354,0.594853
1189,0.479435,0.9294,-3.3871,0.500881,0.179435,0.579909,-0.024313,0.093299,-1.612458,0.501982,0.178758,0.594853
1190,0.479839,0.9798,-0.9677,0.500251,0.179839,0.579969,-0.058373,0.125945,-1.612236,0.501982,0.179161,0.594853
1191,0.480242,0.0302,1.4516,0.499624,0.180242,0.580055,-0.092444,0.158580,-1.611488,0.501982,0.179564,0.594853
1192,0.480645,0.0806,3.8710,0.499002,0.180645,0.580168,-0.126526,0.191201,-1.610215,0.501982,0.179967,0.594853
1193,0.481048,0.1310,6.2903,0.498385,0.181048,0.580307,-0.160614,0.223806,-1.608414,0.501982,0.180371,0.594853
1194,0.481452,0.1815,8.7097,0.497774,0.181452,0.580471,-0.194706,0.256392,-1.606086,0.501982,0.180774,0.594853
1195,0.481855,0.2319,11.1290,0.497170,0.181855,0.580662,-0.228799,0.288956,-1.603229,0.501982,0.181177,0.594853
1196,0.482258,0.2823,10.4516,0.497338,0.182258,0.580606,-0.219253,0.279841,-1.604082,0.501982,0.181580,0.594853
1197,0.482661,0.3327,8.0323,0.497944,0.182661,0.580423,-0.185160,0.247270,-1.606791,0.501982,0.181984,0.594853
1198,0.483065,0.3831,5.6129,0.498557,0.183065,0.580265,-0.151069,0.214679,-1.608971,0.501982,0.182387,0.594853
1199,0.483468,0.4335,3.1935,0.499176,0.183468,0.580133,-0.116982,0.182069,-1.610624,0.501982,0.182790,0.594853
1200,0.483871,0.4839,0.7742,0.499799,0.183871,0.580028,-0.082903,0.149443,-1.611751,0.501982,0.183193,0.594853
1201,0.484274,0.5343,-1.6452,0.500427,0.184274,0.579949,-0.048835,0.116805,-1.612351,0.501982,0.183596,0.594853
1202,0.484677,0.5847,-4.0645,0.501058,0.184677,0.579897,-0.014780,0.084156,-1.612426,0.501982,0.184000,0.594853
1203,0.485081,0.6351,-6.4839,0.501690,0.185081,0.579871,0.019259,0.051501,-1.611976,0.501982,0.184403,0.594853
1204,0.485484,0.6855,-8.9032,0.502323,0.185484,0.579872,0.053279,0.018841,-1.611002,0.501982,0.184806,0.594853
1205,0.485887,0.7359,-11.3226,0.502955,0.185887,0.579900,0.087277,-0.013820,-1.609503,0.501982,0.185209,0.594853
1206,0.486290,0.7863,-10.2581,0.502677,0.186290,0.579884,0.072321,0.000551,-1.610227,0.501982,0.185613,0.594853
1207,0.486694,0.8367,-7.8387,0.502044,0.186694,0.579868,0.038313,0.033212,-1.611495,0.501982,0.186016,0.594853
1208,0.487097,0.8871,-5.4194,0.501412,0.187097,0.579879,0.004284,0.065870,-1.612239,0.501982,0.186419,0.594853
1209,0.487500,0.9375,-3.0000,0.500780,0.187500,0.579917,-0.029762,0.098523,-1.612458,0.501982,0.186822,0.594853
1210,0.487903,0.9879,-0.5806,0.500151,0.187903,0.579981,-0.063823,0.131167,-1.612152,0.501982,0.187225,0.594853
1211,0.488306,0.0383,1.8387,0.499524,0.188306,0.580071,-0.097897,0.163800,-1.611320,0.501982,0.187629,0.594853
1212,0.488710,0.0887,4.2581,0.498903,0.188710,0.580188,-0.131980,0.196419,-1.609962,0.501982,0.188032,0.594853
1213,0.489113,0.1391,6.6774,0.498286,0.189113,0.580331,-0.166069,0.229021,-1.608077,0.501982,0.188435,0.594853
1214,0.489516,0.1895,9.0968,0.497677,0.189516,0.580500,-0.200161,0.261604,-1.605664,0.501982,0.188838,0.594853
1215,0.489919,0.2399,11.5161,0.497075,0.189919,0.580695,-0.234254,0.294164,-1.602722,0.501982,0.189242,0.594853
1216,0.490323,0.2903,10.0645,0.497435,0.190323,0.580575,-0.213799,0.274631,-1.604551,0.501982,0.189645,0.594853
1217,0.490726,0.3407,7.6452,0.498042,0.190726,0.580396,-0.179705,0.242057,-1.607175,0.501982,0.190048,0.594853
1218,0.491129,0.3911,5.2258,0.498655,0.191129,0.580242,-0.145615,0.209462,-1.609271,0.501982,0.190451,0.594853
1219,0.491532,0.4415,2.8065,0.499275,0.191532,0.580115,-0.111529,0.176849,-1.610840,0.501982,0.190854,0.594853
1220,0.491935,0.4919,0.3871,0.499900,0.191935,0.580014,-0.077451,0.144222,-1.611882,0.501982,0.191258,0.594853
1221,0.492339,0.5423,-2.0323,0.500528,0.192339,0.579939,-0.043385,0.111582,-1.612398,0.501982,0.191661,0.594853
1222,0.492742,0.5927,-4.4516,0.501159,0.192742,0.579891,-0.009332,0.078932,-1.612389,0.501982,0.192064,0.594853
1223,0.493145,0.6431,-6.8710,0.501791,0.193145,0.579870,0.024704,0.046276,-1.611855,0.501982,0.192467,0.594853
1224,0.493548,0.6935,-9.2903,0.502424,0.193548,0.579875,0.058720,0.013615,-1.610797,0.501982,0.192871,0.594853
1225,0.493952,0.7440,-11.7097,0.503056,0.193952,0.579907,0.092714,-0.019046,-1.609214,0.501982,0.193274,0.594853
1226,0.494355,0.7944,-9.8710,0.502576,0.194355,0.579880,0.066881,0.005777,-1.610465,0.501982,0.193677,0.594853
1227,0.494758,0.8448,-7.4516,0.501943,0.194758,0.579868,0.032870,0.038437,-1.611649,0.501982,0.194080,0.594853
1228,0.495161,0.8952,-5.0323,0.501310,0.195161,0.579883,-0.001162,0.071095,-1.612309,0.501982,0.194484,0.594853
1229,0.495565,0.9456,-2.6129,0.500679,0.195565,0.579925,-0.035211,0.103746,-1.612444,0.501982,0.194887,0.594853
1230,0.495968,0.9960,-0.1935,0.500050,0.195968,0.579993,-0.069274,0.136389,-1.612054,0.501982,0.195290,0.594853
1231,0.496371,0.0464,2.2258,0.499425,0.196371,0.580088,-0.103350,0.169020,-1.611138,0.501982,0.195693,0.594853
1232,0.496774,0.0968,4.6452,0.498804,0.196774,0.580209,-0.137434,0.201637,-1.609696,0.501982,0.196096,0.594853
1233,0.497177,0.1472,7.0645,0.498188,0.197177,0.580357,-0.171523,0.234236,-1.607727,0.501982,0.196500,0.594853
1234,0.497581,0.1976,9.4839,0.497580,0.197581,0.580530,-0.205616,0.266815,-1.605229,0.501982,0.196903,0.594853
1235,0.497984,0.2480,11.9032,0.496979,0.197984,0.580728,-0.239709,0.299371,-1.602203,0.501982,0.197306,0.594853
1236,0.498387,0.2984,9.6774,0.497531,0.198387,0.580545,-0.208344,0.269421,-1.605006,0.501982,0.197709,0.594853
1237,0.498790,0.3488,7.2581,0.498139,0.198790,0.580369,-0.174251,0.236843,-1.607546,0.501982,0.198113,0.594853
1238,0.499194,0.3992,4.8387,0.498754,0.199194,0.580220,-0.140161,0.204245,-1.609558,0.501982,0.198516,0.594853
1239,0.499597,0.4496,2.4194,0.499375,0.199597,0.580097,-0.106076,0.171630,-1.611042,0.501982,0.198919,0.594853
1240,0.500000,0.5000,0.0000,0.500000,0.200000,0.580000,-0.072000,0.139000,-1.612000,0.501982,0.199322,0.594853
