index,s_m,phase,theta_deg,x_m,y_m,z_m,rx,ry,rz,pivot_x_m,pivot_y_m,pivot_z_m
210,0.084677,0.5847,-4.0645,0.501058,-0.215323,0.579897,-0.014780,0.084156,-1.612426,0.501982,-0.216000,0.594853
211,0.085081,0.6351,-6.4839,0.501690,-0.214919,0.579871,0.019259,0.051501,-1.611976,0.501982,-0.215597,0.594853
212,0.085484,0.6855,-8.9032,0.502323,-0.214516,0.579872,0.053279,0.018841,-1.611002,0.501982,-0.215194,0.594853
213,0.085887,0.7359,-11.3226,0.502955,-0.214113,0.579900,0.087277,-0.013820,-1.609503,0.501982,-0.214791,0.594853
214,0.086290,0.7863,-10.2581,0.502677,-0.213710,0.579884,0.072321,0.000551,-1.610227,0.501982,-0.214387,0.594853
215,0.086694,0.8367,-7.8387,0.502044,-0.213306,0.579868,0.038313,0.033212,-1.611495,0.501982,-0.213984,0.594853
216,0.087097,0.8871,-5.4194,0.501412,-0.212903,0.579879,0.004284,0.065870,-1.612239,0.501982,-0.213581,0.594853
217,0.087500,0.9375,-3.0000,0.500780,-0.212500,0.579917,-0.029762,0.098523,-1.612458,0.501982,-0.213178,0.594853
218,0.087903,0.9879,-0.5806,0.500151,-0.212097,0.579981,-0.063823,0.131167,-1.612152,0.501982,-0.212775,0.594853
219,0.088306,0.0383,1.8387,0.499524,-0.211694,0.580071,-0.097897,0.163800,-1.611320,0.501982,-0.212371,0.594853
220,0.088710,0.0887,4.2581,0.498903,-0.211290,0.580188,-0.131980,0.196419,-1.609962,0.501982,-0.211968,0.594853
221,0.089113,0.1391,6.6774,0.498286,-0.210887,0.580331,-0.166069,0.229021,-1.608077,0.501982,-0.211565,0.594853
222,0.089516,0.1895,9.0968,0.497677,-0.210484,0.580500,-0.200161,0.261604,-1.605664,0.501982,-0.211162,0.594853
223,0.089919,0.2399,11.5161,0.497075,-0.210081,0.580695,-0.234254,0.294164,-1.602722,0.501982,-0.210758,0.594853
224,0.090323,0.2903,10.0645,0.497435,-0.209677,0.580575,-0.213799,0.274631,-1.604551,0.501982,-0.210355,0.594853
225,0.090726,0.3407,7.6452,0.498042,-0.209274,0.580396,-0.179705,0.242057,-1.607175,0.501982,-0.209952,0.594853
226,0.091129,0.3911,5.2258,0.498655,-0.208871,0.580242,-0.145615,0.209462,-1.609271,0.501982,-0.209549,0.594853
227,0.091532,0.4415,2.8065,0.499275,-0.208468,0.580115,-0.111529,0.176849,-1.610840,0.501982,-0.209146,0.594853
228,0.091935,0.4919,0.3871,0.499900,-0.208065,0.580014,-0.077451,0.144222,-1.611882,0.501982,-0.208742,0.594853
229,0.092339,0.5423,-2.0323,0.500528,-0.207661,0.579939,-0.043385,0.111582,-1.612398,0.501982,-0.208339,0.594853
230,0.092742,0.5927,-4.4516,0.501159,-0.207258,0.579891,-0.009332,0.078932,-1.612389,0.501982,-0.207936,0.594853
231,0.093145,0.6431,-6.8710,0.501791,-0.206855,0.579870,0.024704,0.046276,-1.611855,0.501982,-0.207533,0.594853
232,0.093548,0.6935,-9.2903,0.502424,-0.206452,0.579875,0.058720,0.013615,-1.610797,0.501982,-0.207129,0.594853
233,0.093952,0.7440,-11.7097,0.503056,-0.206048,0.579907,0.092714,-0.019046,-1.609214,0.501982,-0.206726,0.594853
234,0.094355,0.7944,-9.8710,0.502576,-0.205645,0.579880,0.066881,0.005777,-1.610465,0.501982,-0.206323,0.594853
235,0.094758,0.8448,-7.4516,0.501943,-0.205242,0.579868,0.032870,0.038437,-1.611649,0.501982,-0.205920,0.594853
236,0.095161,0.8952,-5.0323,0.501310,-0.204839,0.579883,-0.001162,0.071095,-1.612309,0.501982,-0.205516,0.594853
237,0.095565,0.9456,-2.6129,0.500679,-0.204435,0.579925,-0.035211,0.103746,-1.612444,0.501982,-0.205113,0.594853
238,0.095968,0.9960,-0.1935,0.500050,-0.204032,0.579993,-0.069274,0.136389,-1.612054,0.501982,-0.204710,0.594853
239,0.096371,0.0464,2.2258,0.499425,-0.203629,0.580088,-0.103350,0.169020,-1.611138,0.501982,-0.204307,0.594853
240,0.096774,0.0968,4.6452,0.498804,-0.203226,0.580209,-0.137434,0.201637,-1.609696,0.501982,-0.203904,0.594853
241,0.097177,0.1472,7.0645,0.498188,-0.202823,0.580357,-0.171523,0.234236,-1.607727,0.501982,-0.203500,0.594853
242,0.097581,0.1976,9.4839,0.497580,-0.202419,0.580530,-0.205616,0.266815,-1.605229,0.501982,-0.203097,0.594853
243,0.097984,0.2480,11.9032,0.496979,-0.202016,0.580728,-0.239709,0.299371,-1.602203,0.501982,-0.202694,0.594853
244,0.098387,0.2984,9.6774,0.497531,-0.201613,0.580545,-0.208344,0.269421,-1.605006,0.501982,-0.202291,0.594853
245,0.098790,0.3488,7.2581,0.498139,-0.201210,0.580369,-0.174251,0.236843,-1.607546,0.501982,-0.201887,0.594853
246,0.099194,0.3992,4.8387,0.498754,-0.200806,0.580220,-0.140161,0.204245,-1.609558,0.501982,-0.201484,0.594853
247,0.099597,0.4496,2.4194,0.499375,-0.200403,0.580097,-0.106076,0.171630,-1.611042,0.501982,-0.201081,0.594853
248,0.100000,0.5000,0.0000,0.500000,-0.200000,0.580000,-0.072000,0.139000,-1.612000,0.501982,-0.200678,0.594853
249,0.100403,0.5504,-2.4194,0.500629,-0.199597,0.579930,-0.037935,0.106358,-1.612432,0.501982,-0.200275,0.594853
250,0.100806,0.6008,-4.8387,0.501260,-0.199194,0.579886,-0.003885,0.073707,-1.612339,0.501982,-0.199871,0.594853
251,0.101210,0.6512,-7.2581,0.501892,-0.198790,0.579869,0.030148,0.041050,-1.611721,0.501982,-0.199468,0.594853
252,0.101613,0.7016,-9.6774,0.502525,-0.198387,0.579878,0.064161,0.008389,-1.610579,0.501982,-0.199065,0.594853
253,0.102016,0.7520,-11.9032,0.503106,-0.197984,0.579911,0.095433,-0.021659,-1.609065,0.501982,-0.198662,0.594853
254,0.102419,0.8024,-9.4839,0.502474,-0.197581,0.579876,0.061441,0.011002,-1.610690,0.501982,-0.198258,0.594853
255,0.102823,0.8528,-7.0645,0.501842,-0.197177,0.579869,0.027426,0.043663,-1.611790,0.501982,-0.197855,0.594853
256,0.103226,0.9032,-4.6452,0.501209,-0.196774,0.579888,-0.006609,0.076320,-1.612366,0.501982,-0.197452,0.594853
257,0.103629,0.9536,-2.2258,0.500578,-0.196371,0.579934,-0.040660,0.108970,-1.612417,0.501982,-0.197049,0.594853
258,0.104032,0.0040,0.1935,0.499950,-0.195968,0.580007,-0.074726,0.141611,-1.611943,0.501982,-0.196646,0.594853
259,0.104435,0.0544,2.6129,0.499325,-0.195565,0.580106,-0.108803,0.174240,-1.610943,0.501982,-0.196242,0.594853
260,0.104839,0.1048,5.0323,0.498705,-0.195161,0.580231,-0.142888,0.206854,-1.609416,0.501982,-0.195839,0.594853
261,0.105242,0.1552,7.4516,0.498090,-0.194758,0.580382,-0.176978,0.239450,-1.607362,0.501982,-0.195436,0.594853
262,0.105645,0.2056,9.8710,0.497483,-0.194355,0.580560,-0.211071,0.272026,-1.604780,0.501982,-0.195033,0.594853
263,0.106048,0.2560,11.7097,0.497027,-0.193952,0.580711,-0.236982,0.296768,-1.602464,0.501982,-0.194629,0.594853
264,0.106452,0.3065,9.2903,0.497628,-0.193548,0.580515,-0.202889,0.264210,-1.605448,0.501982,-0.194226,0.594853
265,0.106855,0.3569,6.8710,0.498237,-0.193145,0.580344,-0.168796,0.231629,-1.607904,0.501982,-0.193823,0.594853
266,0.107258,0.4073,4.4516,0.498853,-0.192742,0.580199,-0.134707,0.199028,-1.609831,0.501982,-0.193420,0.594853
267,0.107661,0.4577,2.0323,0.499475,-0.192339,0.580080,-0.100623,0.166410,-1.611231,0.501982,-0.193016,0.594853
268,0.108065,0.5081,-0.3871,0.500100,-0.191935,0.579987,-0.066549,0.133778,-1.612104,0.501982,-0.192613,0.594853
269,0.108468,0.5585,-2.8065,0.500730,-0.191532,0.579921,-0.032486,0.101135,-1.612453,0.501982,-0.192210,0.594853
270,0.108871,0.6089,-5.2258,0.501361,-0.191129,0.579881,0.001561,0.068482,-1.612275,0.501982,-0.191807,0.594853
271,0.109274,0.6593,-7.6452,0.501994,-0.190726,0.579868,0.035591,0.035825,-1.611574,0.501982,-0.191404,0.594853
272,0.109677,0.7097,-10.0645,0.502626,-0.190323,0.579882,0.069601,0.003164,-1.610348,0.501982,-0.191000,0.594853
273,0.110081,0.7601,-11.5161,0.503005,-0.189919,0.579903,0.089995,-0.016433,-1.609360,0.501982,-0.190597,0.594853
274,0.110484,0.8105,-9.0968,0.502373,-0.189516,0.579873,0.056000,0.016228,-1.610901,0.501982,-0.190194,0.594853
275,0.110887,0.8609,-6.6774,0.501741,-0.189113,0.579870,0.021982,0.048888,-1.611917,0.501982,-0.189791,0.594853
276,0.111290,0.9113,-4.2581,0.501108,-0.188710,0.579894,-0.012056,0.081544,-1.612409,0.501982,-0.189387,0.594853
277,0.111694,0.9617,-1.8387,0.500478,-0.188306,0.579944,-0.046110,0.114193,-1.612376,0.501982,-0.188984,0.594853
278,0.112097,0.0121,0.5806,0.499850,-0.187903,0.580021,-0.080177,0.146832,-1.611818,0.501982,-0.188581,0.594853
279,0.112500,0.0625,3.0000,0.499225,-0.187500,0.580124,-0.114256,0.179459,-1.610734,0.501982,-0.188178,0.594853
280,0.112903,0.1129,5.4194,0.498606,-0.187097,0.580254,-0.148342,0.212070,-1.609123,0.501982,-0.187775,0.594853
281,0.113306,0.1633,7.8387,0.497993,-0.186694,0.580409,-0.182433,0.244664,-1.606985,0.501982,-0.187371,0.594853
282,0.113710,0.2137,10.2581,0.497387,-0.186290,0.580590,-0.216526,0.277236,-1.604318,0.501982,-0.186968,0.594853
283,0.114113,0.2641,11.3226,0.497122,-0.185887,0.580678,-0.231527,0.291560,-1.602977,0.501982,-0.186565,0.594853
284,0.114516,0.3145,8.9032,0.497725,-0.185484,0.580486,-0.197434,0.258998,-1.605877,0.501982,-0.186162,0.594853
285,0.114919,0.3649,6.4839,0.498335,-0.185081,0.580319,-0.163341,0.226414,-1.608247,0.501982,-0.185758,0.594853
286,0.115323,0.4153,4.0645,0.498952,-0.184677,0.580178,-0.129253,0.193810,-1.610090,0.501982,-0.185355,0.594853
287,0.115726,0.4657,1.6452,0.499574,-0.184274,0.580063,-0.095171,0.161190,-1.611406,0.501982,-0.184952,0.594853
288,0.116129,0.5161,-0.7742,0.500201,-0.183871,0.579975,-0.061098,0.128556,-1.612195,0.501982,-0.184549,0.594853
289,0.116532,0.5665,-3.1935,0.500831,-0.183468,0.579913,-0.027038,0.095911,-1.612459,0.501982,-0.184146,0.594853
290,0.116935,0.6169,-5.6129,0.501462,-0.183065,0.579877,0.007007,0.063258,-1.612198,0.501982,-0.183742,0.594853
291,0.117339,0.6673,-8.0323,0.502095,-0.182661,0.579869,0.041034,0.030599,-1.611413,0.501982,-0.183339,0.594853
292,0.117742,0.7177,-10.4516,0.502727,-0.182258,0.579887,0.075040,-0.002062,-1.610103,0.501982,-0.182936,0.594853
293,0.118145,0.7681,-11.1290,0.502904,-0.181855,0.579897,0.084558,-0.011207,-1.609642,0.501982,-0.182533,0.594853
294,0.118548,0.8185,-8.7097,0.502272,-0.181452,0.579871,0.050558,0.021454,-1.611099,0.501982,-0.182129,0.594853
295,0.118952,0.8690,-6.2903,0.501639,-0.181048,0.579872,0.016537,0.054114,-1.612031,0.501982,-0.181726,0.594853
296,0.119355,0.9194,-3.8710,0.501007,-0.180645,0.579900,-0.017503,0.086769,-1.612439,0.501982,-0.181323,0.594853
297,0.119758,0.9698,-1.4516,0.500377,-0.180242,0.579955,-0.051560,0.119416,-1.612322,0.501982,-0.180920,0.594853
298,0.120161,0.0202,0.9677,0.499749,-0.179839,0.580036,-0.085629,0.152054,-1.611680,0.501982,-0.180516,0.594853
299,0.120565,0.0706,3.3871,0.499126,-0.179435,0.580143,-0.119709,0.184678,-1.610512,0.501982,-0.180113,0.594853
300,0.120968,0.1210,5.8065,0.498508,-0.179032,0.580277,-0.153796,0.217287,-1.608816,0.501982,-0.179710,0.594853
301,0.121371,0.1714,8.2258,0.497895,-0.178629,0.580436,-0.187888,0.249877,-1.606594,0.501982,-0.179307,0.594853
302,0.121774,0.2218,10.6452,0.497290,-0.178226,0.580622,-0.221981,0.282445,-1.603842,0.501982,-0.178904,0.594853
303,0.122177,0.2722,10.9355,0.497218,-0.177823,0.580646,-0.226072,0.286352,-1.603477,0.501982,-0.178500,0.594853
304,0.122581,0.3226,8.5161,0.497822,-0.177419,0.580457,-0.191979,0.253786,-1.606292,0.501982,-0.178097,0.594853
305,0.122984,0.3730,6.0968,0.498434,-0.177016,0.580295,-0.157887,0.221199,-1.608578,0.501982,-0.177694,0.594853
306,0.123387,0.4234,3.6774,0.499051,-0.176613,0.580158,-0.123799,0.188592,-1.610336,0.501982,-0.177291,0.594853
307,0.123790,0.4738,1.2581,0.499674,-0.176210,0.580047,-0.089718,0.155969,-1.611568,0.501982,-0.176887,0.594853
308,0.124194,0.5242,-1.1613,0.500301,-0.175806,0.579963,-0.055647,0.123333,-1.612273,0.501982,-0.176484,0.594853
309,0.124597,0.5746,-3.5806,0.500931,-0.175403,0.579905,-0.021589,0.090687,-1.612453,0.501982,-0.176081,0.594853
310,0.125000,0.6250,-6.0000,0.501563,-0.175000,0.579874,0.012453,0.058032,-1.612108,0.501982,-0.175678,0.594853
311,0.125403,0.6754,-8.4194,0.502196,-0.174597,0.579870,0.046477,0.025373,-1.611238,0.501982,-0.175275,0.594853
312,0.125806,0.7258,-10.8387,0.502828,-0.174194,0.579892,0.080479,-0.007288,-1.609845,0.501982,-0.174871,0.594853
313,0.126210,0.7762,-10.7419,0.502803,-0.173790,0.579891,0.079119,-0.005982,-1.609910,0.501982,-0.174468,0.594853
314,0.126613,0.8266,-8.3226,0.502171,-0.173387,0.579870,0.045116,0.026680,-1.611283,0.501982,-0.174065,0.594853
315,0.127016,0.8770,-5.9032,0.501538,-0.172984,0.579875,0.011092,0.059339,-1.612132,0.501982,-0.173662,0.594853
316,0.127419,0.9274,-3.4839,0.500906,-0.172581,0.579907,-0.022951,0.091993,-1.612456,0.501982,-0.173258,0.594853
317,0.127823,0.9778,-1.0645,0.500276,-0.172177,0.579966,-0.057010,0.124639,-1.612255,0.501982,-0.172855,0.594853
318,0.128226,0.0282,1.3548,0.499649,-0.171774,0.580051,-0.091081,0.157274,-1.611528,0.501982,-0.172452,0.594853
319,0.128629,0.0786,3.7742,0.499027,-0.171371,0.580163,-0.125162,0.189897,-1.610276,0.501982,-0.172049,0.594853
320,0.129032,0.1290,6.1935,0.498409,-0.170968,0.580301,-0.159251,0.222502,-1.608496,0.501982,-0.171646,0.594853
321,0.129435,0.1794,8.6129,0.497798,-0.170565,0.580464,-0.193343,0.255089,-1.606189,0.501982,-0.171242,0.594853
322,0.129839,0.2298,11.0323,0.497194,-0.170161,0.580654,-0.227436,0.287654,-1.603353,0.501982,-0.170839,0.594853
323,0.130242,0.2802,10.5484,0.497314,-0.169758,0.580614,-0.220617,0.281143,-1.603963,0.501982,-0.170436,0.594853
324,0.130645,0.3306,8.1290,0.497920,-0.169355,0.580429,-0.186524,0.248573,-1.606693,0.501982,-0.170033,0.594853
325,0.131048,0.3810,5.7097,0.498532,-0.168952,0.580271,-0.152433,0.215983,-1.608894,0.501982,-0.169629,0.594853
326,0.131452,0.4315,3.2903,0.499151,-0.168548,0.580138,-0.118346,0.183373,-1.610568,0.501982,-0.169226,0.594853
327,0.131855,0.4819,0.8710,0.499774,-0.168145,0.580032,-0.084266,0.150748,-1.611716,0.501982,-0.168823,0.594853
328,0.132258,0.5323,-1.5484,0.500402,-0.167742,0.579952,-0.050197,0.118110,-1.612337,0.501982,-0.168420,0.594853
329,0.132661,0.5827,-3.9677,0.501033,-0.167339,0.579898,-0.016141,0.085462,-1.612433,0.501982,-0.168016,0.594853
330,0.133065,0.6331,-6.3871,0.501665,-0.166935,0.579872,0.017898,0.052807,-1.612004,0.501982,-0.167613,0.594853
331,0.133468,0.6835,-8.8065,0.502297,-0.166532,0.579872,0.051919,0.020147,-1.611051,0.501982,-0.167210,0.594853
332,0.133871,0.7339,-11.2258,0.502929,-0.166129,0.579898,0.085917,-0.012514,-1.609573,0.501982,-0.166807,0.594853
333,0.134274,0.7843,-10.3548,0.502702,-0.165726,0.579886,0.073680,-0.000756,-1.610165,0.501982,-0.166404,0.594853
334,0.134677,0.8347,-7.9355,0.502070,-0.165323,0.579869,0.039674,0.031905,-1.611454,0.501982,-0.166000,0.594853
335,0.135081,0.8851,-5.5161,0.501437,-0.164919,0.579878,0.005646,0.064564,-1.612219,0.501982,-0.165597,0.594853
336,0.135484,0.9355,-3.0968,0.500805,-0.164516,0.579915,-0.028400,0.097217,-1.612459,0.501982,-0.165194,0.594853
337,0.135887,0.9859,-0.6774,0.500176,-0.164113,0.579978,-0.062461,0.129861,-1.612174,0.501982,-0.164791,0.594853
338,0.136290,0.0363,1.7419,0.499549,-0.163710,0.580067,-0.096534,0.162495,-1.611363,0.501982,-0.164387,0.594853
339,0.136694,0.0867,4.1613,0.498927,-0.163306,0.580183,-0.130616,0.195115,-1.610027,0.501982,-0.163984,0.594853
340,0.137097,0.1371,6.5806,0.498311,-0.162903,0.580325,-0.164705,0.227718,-1.608163,0.501982,-0.163581,0.594853
341,0.137500,0.1875,9.0000,0.497701,-0.162500,0.580493,-0.198798,0.260301,-1.605771,0.501982,-0.163178,0.594853
342,0.137903,0.2379,11.4194,0.497099,-0.162097,0.580686,-0.232891,0.292862,-1.602850,0.501982,-0.162775,0.594853
343,0.138306,0.2883,10.1613,0.497411,-0.161694,0.580583,-0.215162,0.275933,-1.604435,0.501982,-0.162371,0.594853
344,0.138710,0.3387,7.7419,0.498017,-0.161290,0.580402,-0.181069,0.243360,-1.607081,0.501982,-0.161968,0.594853
345,0.139113,0.3891,5.3226,0.498631,-0.160887,0.580248,-0.146978,0.210766,-1.609198,0.501982,-0.161565,0.594853
346,0.139516,0.4395,2.9032,0.499250,-0.160484,0.580119,-0.112892,0.178154,-1.610787,0.501982,-0.161162,0.594853
347,0.139919,0.4899,0.4839,0.499875,-0.160081,0.580017,-0.078814,0.145527,-1.611851,0.501982,-0.160758,0.594853
348,0.140323,0.5403,-1.9355,0.500503,-0.159677,0.579942,-0.044747,0.112887,-1.612388,0.501982,-0.160355,0.594853
349,0.140726,0.5907,-4.3548,0.501134,-0.159274,0.579892,-0.010694,0.080238,-1.612400,0.501982,-0.159952,0.594853
350,0.141129,0.6411,-6.7742,0.501766,-0.158871,0.579870,0.023343,0.047582,-1.611887,0.501982,-0.159549,0.594853
351,0.141532,0.6915,-9.1935,0.502399,-0.158468,0.579874,0.057360,0.014922,-1.610849,0.501982,-0.159146,0.594853
352,0.141935,0.7419,-11.6129,0.503030,-0.158065,0.579905,0.091355,-0.017740,-1.609288,0.501982,-0.158742,0.594853
353,0.142339,0.7923,-9.9677,0.502601,-0.157661,0.579881,0.068241,0.004470,-1.610407,0.501982,-0.158339,0.594853
354,0.142742,0.8427,-7.5484,0.501968,-0.157258,0.579868,0.034231,0.037131,-1.611612,0.501982,-0.157936,0.594853
355,0.143145,0.8931,-5.1290,0.501336,-0.156855,0.579882,0.000200,0.069789,-1.612293,0.501982,-0.157533,0.594853
356,0.143548,0.9435,-2.7097,0.500704,-0.156452,0.579923,-0.033849,0.102440,-1.612449,0.501982,-0.157129,0.594853
357,0.143952,0.9940,-0.2903,0.500075,-0.156048,0.579990,-0.067912,0.135084,-1.612080,0.501982,-0.156726,0.594853
358,0.144355,0.0444,2.1290,0.499450,-0.155645,0.580084,-0.101986,0.167715,-1.611185,0.501982,-0.156323,0.594853
359,0.144758,0.0948,4.5484,0.498828,-0.155242,0.580204,-0.136070,0.200332,-1.609764,0.501982,-0.155920,0.594853
360,0.145161,0.1452,6.9677,0.498213,-0.154839,0.580350,-0.170160,0.232932,-1.607815,0.501982,-0.155516,0.594853
361,0.145565,0.1956,9.3871,0.497604,-0.154435,0.580522,-0.204252,0.265512,-1.605339,0.501982,-0.155113,0.594853
362,0.145968,0.2460,11.8065,0.497003,-0.154032,0.580720,-0.238345,0.298070,-1.602334,0.501982,-0.154710,0.594853
363,0.146371,0.2964,9.7742,0.497507,-0.153629,0.580552,-0.209707,0.270723,-1.604894,0.501982,-0.154307,0.594853
364,0.146774,0.3468,7.3548,0.498115,-0.153226,0.580376,-0.175614,0.238147,-1.607455,0.501982,-0.153904,0.594853
365,0.147177,0.3972,4.9355,0.498729,-0.152823,0.580226,-0.141524,0.205550,-1.609487,0.501982,-0.153500,0.594853
366,0.147581,0.4476,2.5161,0.499350,-0.152419,0.580101,-0.107439,0.172935,-1.610993,0.501982,-0.153097,0.594853
367,0.147984,0.4980,0.0968,0.499975,-0.152016,0.580003,-0.073363,0.140305,-1.611972,0.501982,-0.152694,0.594853
368,0.148387,0.5484,-2.3226,0.500604,-0.151613,0.579932,-0.039298,0.107664,-1.612425,0.501982,-0.152291,0.594853
369,0.148790,0.5988,-4.7419,0.501235,-0.151210,0.579887,-0.005247,0.075013,-1.612353,0.501982,-0.151887,0.594853
370,0.149194,0.6492,-7.1613,0.501867,-0.150806,0.579869,0.028787,0.042356,-1.611756,0.501982,-0.151484,0.594853
371,0.149597,0.6996,-9.5806,0.502500,-0.150403,0.579877,0.062801,0.009696,-1.610635,0.501982,-0.151081,0.594853
372,0.150000,0.7500,-12.0000,0.503131,-0.150000,0.579913,0.096792,-0.022966,-1.608989,0.501982,-0.150678,0.594853
373,0.150403,0.8004,-9.5806,0.502500,-0.149597,0.579877,0.062801,0.009696,-1.610635,0.501982,-0.150275,0.594853
374,0.150806,0.8508,-7.1613,0.501867,-0.149194,0.579869,0.028787,0.042356,-1.611756,0.501982,-0.149871,0.594853
375,0.151210,0.9012,-4.7419,0.501235,-0.148790,0.579887,-0.005247,0.075013,-1.612353,0.501982,-0.149468,0.594853
376,0.151613,0.9516,-2.3226,0.500604,-0.148387,0.579932,-0.039298,0.107664,-1.612425,0.501982,-0.149065,0.594853
377,0.152016,0.0020,0.0968,0.499975,-0.147984,0.580003,-0.073363,0.140305,-1.611972,0.501982,-0.148662,0.594853
378,0.152419,0.0524,2.5161,0.499350,-0.147581,0.580101,-0.107439,0.172935,-1.610993,0.501982,-0.148258,0.594853
379,0.152823,0.1028,4.9355,0.498729,-0.147177,0.580226,-0.141524,0.205550,-1.609487,0.501982,-0.147855,0.594853
380,0.153226,0.1532,7.3548,0.498115,-0.146774,0.580376,-0.175614,0.238147,-1.607455,0.501982,-0.147452,0.594853
381,0.153629,0.2036,9.7742,0.497507,-0.146371,0.580552,-0.209707,0.270723,-1.604894,0.501982,-0.147049,0.594853
382,0.154032,0.2540,11.8065,0.497003,-0.145968,0.580720,-0.238345,0.298070,-1.602334,0.501982,-0.146646,0.594853
383,0.154435,0.3044,9.3871,0.497604,-0.145565,0.580522,-0.204252,0.265512,-1.605339,0.501982,-0.146242,0.594853
384,0.154839,0.3548,6.9677,0.498213,-0.145161,0.580350,-0.170160,0.232932,-1.607815,0.501982,-0.145839,0.594853
385,0.155242,0.4052,4.5484,0.498828,-0.144758,0.580204,-0.136070,0.200332,-1.609764,0.501982,-0.145436,0.594853
386,0.155645,0.4556,2.1290,0.499450,-0.144355,0.580084,-0.101986,0.167715,-1.611185,0.501982,-0.145033,0.594853
387,0.156048,0.5060,-0.2903,0.500075,-0.143952,0.579990,-0.067912,0.135084,-1.612080,0.501982,-0.144629,0.594853
388,0.156452,0.5565,-2.7097,0.500704,-0.143548,0.579923,-0.033849,0.102440,-1.612449,0.501982,-0.144226,0.594853
389,0.156855,0.6069,-5.1290,0.501336,-0.143145,0.579882,0.000200,0.069789,-1.612293,0.501982,-0.143823,0.594853
390,0.157258,0.6573,-7.5484,0.501968,-0.142742,0.579868,0.034231,0.037131,-1.611612,0.501982,-0.143420,0.594853
391,0.157661,0.7077,-9.9677,0.502601,-0.142339,0.579881,0.068241,0.004470,-1.610407,0.501982,-0.143016,0.594853
392,0.158065,0.7581,-11.6129,0.503030,-0.141935,0.579905,0.091355,-0.017740,-1.609288,0.501982,-0.142613,0.594853
393,0.158468,0.8085,-9.1935,0.502399,-0.141532,0.579874,0.057360,0.014922,-1.610849,0.501982,-0.142210,0.594853
394,0.158871,0.8589,-6.7742,0.501766,-0.141129,0.579870,0.023343,0.047582,-1.611887,0.501982,-0.141807,0.594853
395,0.159274,0.9093,-4.3548,0.501134,-0.140726,0.579892,-0.010694,0.080238,-1.612400,0.501982,-0.141404,0.594853
396,0.159677,0.9597,-1.9355,0.500503,-0.140323,0.579942,-0.044747,0.112887,-1.612388,0.501982,-0.141000,0.594853
397,0.160081,0.0101,0.4839,0.499875,-0.139919,0.580017,-0.078814,0.145527,-1.611851,0.501982,-0.140597,0.594853
398,0.160484,0.0605,2.9032,0.499250,-0.139516,0.580119,-0.112892,0.178154,-1.610787,0.501982,-0.140194,0.594853
399,0.160887,0.1109,5.3226,0.498631,-0.139113,0.580248,-0.146978,0.210766,-1.609198,0.501982,-0.139791,0.594853
400,0.161290,0.1613,7.7419,0.498017,-0.138710,0.580402,-0.181069,0.243360,-1.607081,0.501982,-0.139387,0.594853
401,0.161694,0.2117,10.1613,0.497411,-0.138306,0.580583,-0.215162,0.275933,-1.604435,0.501982,-0.138984,0.594853
402,0.162097,0.2621,11.4194,0.497099,-0.137903,0.580686,-0.232891,0.292862,-1.602850,0.501982,-0.138581,0.594853
403,0.162500,0.3125,9.0000,0.497701,-0.137500,0.580493,-0.198798,0.260301,-1.605771,0.501982,-0.138178,0.594853
404,0.162903,0.3629,6.5806,0.498311,-0.137097,0.580325,-0.164705,0.227718,-1.608163,0.501982,-0.137775,0.594853
405,0.163306,0.4133,4.1613,0.498927,-0.136694,0.580183,-0.130616,0.195115,-1.610027,0.501982,-0.137371,0.594853
406,0.163710,0.4637,1.7419,0.499549,-0.136290,0.580067,-0.096534,0.162495,-1.611363,0.501982,-0.136968,0.594853
407,0.164113,0.5141,-0.6774,0.500176,-0.135887,0.579978,-0.062461,0.129861,-1.612174,0.501982,-0.136565,0.594853
408,0.164516,0.5645,-3.0968,0.500805,-0.135484,0.579915,-0.028400,0.097217,-1.612459,0.501982,-0.136162,0.594853
409,0.164919,0.6149,-5.5161,0.501437,-0.135081,0.579878,0.005646,0.064564,-1.612219,0.501982,-0.135758,0.594853
410,0.165323,0.6653,-7.9355,0.502070,-0.134677,0.579869,0.039674,0.031905,-1.611454,0.501982,-0.135355,0.594853
411,0.165726,0.7157,-10.3548,0.502702,-0.134274,0.579886,0.073680,-0.000756,-1.610165,0.501982,-0.134952,0.594853
412,0.166129,0.7661,-11.2258,0.502929,-0.133871,0.579898,0.085917,-0.012514,-1.609573,0.501982,-0.134549,0.594853
413,0.166532,0.8165,-8.8065,0.502297,-0.133468,0.579872,0.051919,0.020147,-1.611051,0.501982,-0.134146,0.594853
414,0.166935,0.8669,-6.3871,0.501665,-0.133065,0.579872,0.017898,0.052807,-1.612004,0.501982,-0.133742,0.594853
415,0.167339,0.9173,-3.9677,0.501033,-0.132661,0.579898,-0.016141,0.085462,-1.612433,0.501982,-0.133339,0.594853
416,0.167742,0.9677,-1.5484,0.500402,-0.132258,0.579952,-0.050197,0.118110,-1.612337,0.501982,-0.132936,0.594853
417,0.168145,0.0181,0.8710,0.499774,-0.131855,0.580032,-0.084266,0.150748,-1.611716,0.501982,-0.132533,0.594853
418,0.168548,0.0685,3.2903,0.499151,-0.131452,0.580138,-0.118346,0.183373,-1.610568,0.501982,-0.132129,0.594853
419,0.168952,0.1190,5.7097,0.498532,-0.131048,0.580271,-0.152433,0.215983,-1.608894,0.501982,-0.131726,0.594853
